Disease,Symptom_1,Symptom_2,Symptom_3,Specialization,Name,State,City,user_rating,schedule,Disease_Encoded,Symptom_1_Encoded,Symptom_2_Encoded,Symptom_3_Encoded,Specialization_Encoded,Name_Encoded,State_Encoded,City_Encoded,schedule_Encoded
2,2,17,4,0,358,1,29,2,16,2,2,17,4,0,358,1,29,16
2,11,17,4,0,132,5,25,3,7,2,11,17,4,0,132,5,25,7
2,11,17,4,0,269,5,25,5,8,2,11,17,4,0,269,5,25,8
2,11,17,4,0,401,5,26,4,8,2,11,17,4,0,401,5,26,8
2,11,17,4,0,148,7,15,5,1,2,11,17,4,0,148,7,15,1
2,11,17,4,0,159,7,15,2,11,2,11,17,4,0,159,7,15,11
2,11,17,4,0,6,8,1,1,14,2,11,17,4,0,6,8,1,14
2,11,17,4,0,144,8,42,3,4,2,11,17,4,0,144,8,42,4
2,11,17,4,0,165,8,42,3,9,2,11,17,4,0,165,8,42,9
2,11,17,4,0,257,8,22,3,7,2,11,17,4,0,257,8,22,7
2,11,17,4,0,394,8,42,4,13,2,11,17,4,0,394,8,42,13
2,11,17,4,0,396,8,42,5,20,2,11,17,4,0,396,8,42,20
2,11,17,4,0,32,2,41,2,4,2,11,17,4,0,32,2,41,4
2,11,17,4,0,45,2,41,1,9,2,11,17,4,0,45,2,41,9
2,11,17,4,0,53,2,41,5,18,2,11,17,4,0,53,2,41,18
2,11,17,4,0,56,2,41,0,6,2,11,17,4,0,56,2,41,6
2,11,17,4,0,71,2,41,0,18,2,11,17,4,0,71,2,41,18
2,11,17,4,0,81,2,41,0,9,2,11,17,4,0,81,2,41,9
2,11,17,4,0,117,2,41,2,8,2,11,17,4,0,117,2,41,8
2,11,17,4,0,196,2,41,3,7,2,11,17,4,0,196,2,41,7
2,11,17,4,0,251,2,31,1,9,2,11,17,4,0,251,2,31,9
2,11,17,4,0,283,2,41,5,14,2,11,17,4,0,283,2,41,14
2,11,17,4,0,315,2,2,4,7,2,11,17,4,0,315,2,2,7
2,11,17,4,0,321,2,31,5,16,2,11,17,4,0,321,2,31,16
2,11,17,4,0,382,2,41,3,21,2,11,17,4,0,382,2,41,21
2,11,17,4,0,385,2,41,4,5,2,11,17,4,0,385,2,41,5
2,11,17,4,0,389,2,41,3,16,2,11,17,4,0,389,2,41,16
2,11,17,4,0,390,2,41,0,5,2,11,17,4,0,390,2,41,5
2,11,17,4,0,410,2,31,3,10,2,11,17,4,0,410,2,31,10
2,11,17,4,0,16,4,14,0,17,2,11,17,4,0,16,4,14,17
2,11,17,4,0,27,4,14,0,15,2,11,17,4,0,27,4,14,15
2,11,17,4,0,28,4,13,1,12,2,11,17,4,0,28,4,13,12
2,11,17,4,0,31,4,13,1,17,2,11,17,4,0,31,4,13,17
2,11,17,4,0,43,4,32,5,11,2,11,17,4,0,43,4,32,11
2,11,17,4,0,47,4,13,4,18,2,11,17,4,0,47,4,13,18
2,11,17,4,0,48,4,34,4,3,2,11,17,4,0,48,4,34,3
2,11,17,4,0,54,4,4,2,10,2,11,17,4,0,54,4,4,10
2,11,17,4,0,60,4,13,2,19,2,11,17,4,0,60,4,13,19
2,11,17,4,0,66,4,13,4,6,2,11,17,4,0,66,4,13,6
2,11,17,4,0,70,4,13,1,7,2,11,17,4,0,70,4,13,7
2,11,17,4,0,75,4,14,0,4,2,11,17,4,0,75,4,14,4
2,11,17,4,0,89,4,0,2,20,2,11,17,4,0,89,4,0,20
2,11,17,4,0,90,4,35,1,2,2,11,17,4,0,90,4,35,2
2,11,17,4,0,91,4,28,0,9,2,11,17,4,0,91,4,28,9
2,11,17,4,0,93,4,36,5,12,2,11,17,4,0,93,4,36,12
2,11,17,4,0,99,4,12,2,14,2,11,17,4,0,99,4,12,14
2,11,17,4,0,117,4,14,1,3,2,11,17,4,0,117,4,14,3
2,11,17,4,0,125,4,14,4,20,2,11,17,4,0,125,4,14,20
2,11,17,4,0,126,4,12,1,6,2,11,17,4,0,126,4,12,6
2,11,17,4,0,129,4,13,5,8,2,11,17,4,0,129,4,13,8
2,11,17,4,0,130,4,16,2,19,2,11,17,4,0,130,4,16,19
2,11,17,4,0,131,4,4,0,5,2,11,17,4,0,131,4,4,5
2,11,17,4,0,137,4,13,2,16,2,11,17,4,0,137,4,13,16
2,11,17,4,0,138,4,14,3,12,2,11,17,4,0,138,4,14,12
2,11,17,4,0,142,4,13,5,1,2,11,17,4,0,142,4,13,1
2,11,17,4,0,146,4,4,4,7,2,11,17,4,0,146,4,4,7
2,11,17,4,0,147,4,4,3,16,2,11,17,4,0,147,4,4,16
2,11,17,4,0,156,4,13,2,19,2,11,17,4,0,156,4,13,19
2,11,17,4,0,158,4,13,2,2,2,11,17,4,0,158,4,13,2
2,11,17,4,0,162,4,13,1,5,2,11,17,4,0,162,4,13,5
2,11,17,4,0,166,4,28,1,2,2,11,17,4,0,166,4,28,2
2,11,17,4,0,167,4,34,3,5,2,11,17,4,0,167,4,34,5
2,11,17,4,0,176,4,13,5,4,2,11,17,4,0,176,4,13,4
2,11,17,4,0,205,4,13,1,18,2,11,17,4,0,205,4,13,18
2,11,17,4,0,207,4,13,1,15,2,11,17,4,0,207,4,13,15
2,11,17,4,0,210,4,14,3,18,2,11,17,4,0,210,4,14,18
2,11,17,4,0,214,4,13,1,18,2,11,17,4,0,214,4,13,18
2,11,17,4,0,219,4,14,3,20,2,11,17,4,0,219,4,14,20
2,11,17,4,0,223,4,13,0,2,2,11,17,4,0,223,4,13,2
2,11,17,4,0,238,4,14,3,2,2,11,17,4,0,238,4,14,2
2,11,17,4,0,243,4,4,1,17,2,11,17,4,0,243,4,4,17
2,11,17,4,0,245,4,4,5,16,2,11,17,4,0,245,4,4,16
2,11,17,4,0,252,4,4,4,4,2,11,17,4,0,252,4,4,4
2,11,17,4,0,255,4,13,4,13,2,11,17,4,0,255,4,13,13
2,11,17,4,0,261,4,28,3,20,2,11,17,4,0,261,4,28,20
2,11,17,4,0,263,4,13,5,4,2,11,17,4,0,263,4,13,4
2,11,17,4,0,278,4,14,4,2,2,11,17,4,0,278,4,14,2
2,11,17,4,0,310,4,14,5,16,2,11,17,4,0,310,4,14,16
2,11,17,4,0,322,4,28,4,11,2,11,17,4,0,322,4,28,11
2,11,17,4,0,326,4,8,1,2,2,11,17,4,0,326,4,8,2
2,11,17,4,0,335,4,13,0,9,2,11,17,4,0,335,4,13,9
2,11,17,4,0,338,4,13,0,3,2,11,17,4,0,338,4,13,3
2,11,17,4,0,339,4,13,1,0,2,11,17,4,0,339,4,13,0
2,11,17,4,0,340,4,12,5,13,2,11,17,4,0,340,4,12,13
2,11,17,4,0,350,4,4,0,18,2,11,17,4,0,350,4,4,18
2,11,17,4,0,363,4,14,3,16,2,11,17,4,0,363,4,14,16
2,11,17,4,0,381,4,4,0,9,2,11,17,4,0,381,4,4,9
2,11,17,4,0,1,0,39,4,18,2,11,17,4,0,1,0,39,18
2,11,17,4,0,2,0,37,1,0,2,11,17,4,0,2,0,37,0
2,11,17,4,0,414,0,3,2,21,2,11,17,4,0,414,0,3,21
2,11,17,4,0,415,0,37,4,16,2,11,17,4,0,415,0,37,16
2,11,17,4,0,40,1,29,4,13,2,11,17,4,0,40,1,29,13
2,11,17,4,0,358,1,29,3,16,2,11,17,4,0,358,1,29,16
2,11,4,4,0,132,5,25,2,15,2,11,4,4,0,132,5,25,15
2,11,4,4,0,269,5,25,3,3,2,11,4,4,0,269,5,25,3
2,11,4,4,0,401,5,26,1,12,2,11,4,4,0,401,5,26,12
2,11,4,4,0,148,7,15,2,4,2,11,4,4,0,148,7,15,4
2,11,4,4,0,159,7,15,5,16,2,11,4,4,0,159,7,15,16
2,11,4,4,0,6,8,1,1,6,2,11,4,4,0,6,8,1,6
2,11,4,4,0,144,8,42,0,9,2,11,4,4,0,144,8,42,9
2,11,4,4,0,165,8,42,4,11,2,11,4,4,0,165,8,42,11
2,11,4,4,0,257,8,22,0,2,2,11,4,4,0,257,8,22,2
2,11,4,4,0,394,8,42,1,4,2,11,4,4,0,394,8,42,4
2,11,4,4,0,396,8,42,3,6,2,11,4,4,0,396,8,42,6
2,11,4,4,0,32,2,41,5,21,2,11,4,4,0,32,2,41,21
2,11,4,4,0,45,2,41,4,8,2,11,4,4,0,45,2,41,8
2,11,4,4,0,53,2,41,4,13,2,11,4,4,0,53,2,41,13
2,11,4,4,0,56,2,41,2,6,2,11,4,4,0,56,2,41,6
2,11,4,4,0,71,2,41,5,17,2,11,4,4,0,71,2,41,17
2,11,4,4,0,81,2,41,0,6,2,11,4,4,0,81,2,41,6
2,11,4,4,0,117,2,41,5,2,2,11,4,4,0,117,2,41,2
2,11,4,4,0,196,2,41,1,9,2,11,4,4,0,196,2,41,9
2,11,4,4,0,251,2,31,1,13,2,11,4,4,0,251,2,31,13
2,11,4,4,0,283,2,41,1,18,2,11,4,4,0,283,2,41,18
2,11,4,4,0,315,2,2,1,19,2,11,4,4,0,315,2,2,19
2,11,4,4,0,321,2,31,3,0,2,11,4,4,0,321,2,31,0
2,11,4,4,0,382,2,41,5,9,2,11,4,4,0,382,2,41,9
2,11,4,4,0,385,2,41,1,4,2,11,4,4,0,385,2,41,4
2,11,4,4,0,389,2,41,3,8,2,11,4,4,0,389,2,41,8
2,11,4,4,0,390,2,41,5,21,2,11,4,4,0,390,2,41,21
2,11,4,4,0,410,2,31,3,12,2,11,4,4,0,410,2,31,12
2,11,4,4,0,16,4,14,2,11,2,11,4,4,0,16,4,14,11
2,11,4,4,0,27,4,14,2,16,2,11,4,4,0,27,4,14,16
2,11,4,4,0,28,4,13,0,14,2,11,4,4,0,28,4,13,14
2,11,4,4,0,31,4,13,1,17,2,11,4,4,0,31,4,13,17
2,11,4,4,0,43,4,32,3,10,2,11,4,4,0,43,4,32,10
2,11,4,4,0,47,4,13,2,11,2,11,4,4,0,47,4,13,11
2,11,4,4,0,48,4,34,1,7,2,11,4,4,0,48,4,34,7
2,11,4,4,0,54,4,4,2,9,2,11,4,4,0,54,4,4,9
2,11,4,4,0,60,4,13,2,16,2,11,4,4,0,60,4,13,16
2,11,4,4,0,66,4,13,0,1,2,11,4,4,0,66,4,13,1
2,11,4,4,0,70,4,13,3,2,2,11,4,4,0,70,4,13,2
2,11,4,4,0,75,4,14,3,20,2,11,4,4,0,75,4,14,20
2,11,4,4,0,89,4,0,5,13,2,11,4,4,0,89,4,0,13
2,11,4,4,0,90,4,35,5,9,2,11,4,4,0,90,4,35,9
2,11,4,4,0,91,4,28,2,5,2,11,4,4,0,91,4,28,5
2,11,4,4,0,93,4,36,1,21,2,11,4,4,0,93,4,36,21
2,11,4,4,0,99,4,12,5,13,2,11,4,4,0,99,4,12,13
2,11,4,4,0,117,4,14,3,1,2,11,4,4,0,117,4,14,1
2,11,4,4,0,125,4,14,5,7,2,11,4,4,0,125,4,14,7
2,11,4,4,0,126,4,12,0,10,2,11,4,4,0,126,4,12,10
2,11,4,4,0,129,4,13,3,21,2,11,4,4,0,129,4,13,21
2,11,4,4,0,130,4,16,0,6,2,11,4,4,0,130,4,16,6
2,11,4,4,0,131,4,4,1,18,2,11,4,4,0,131,4,4,18
2,11,4,4,0,137,4,13,5,9,2,11,4,4,0,137,4,13,9
2,11,4,4,0,138,4,14,2,11,2,11,4,4,0,138,4,14,11
2,11,4,4,0,142,4,13,1,1,2,11,4,4,0,142,4,13,1
2,11,4,4,0,146,4,4,5,12,2,11,4,4,0,146,4,4,12
2,11,4,4,0,147,4,4,5,16,2,11,4,4,0,147,4,4,16
2,11,4,4,0,156,4,13,1,5,2,11,4,4,0,156,4,13,5
2,11,4,4,0,158,4,13,0,14,2,11,4,4,0,158,4,13,14
2,11,4,4,0,162,4,13,1,7,2,11,4,4,0,162,4,13,7
2,11,4,4,0,166,4,28,2,10,2,11,4,4,0,166,4,28,10
2,11,4,4,0,167,4,34,3,13,2,11,4,4,0,167,4,34,13
2,11,4,4,0,176,4,13,0,19,2,11,4,4,0,176,4,13,19
2,11,4,4,0,205,4,13,5,4,2,11,4,4,0,205,4,13,4
2,11,4,4,0,207,4,13,0,2,2,11,4,4,0,207,4,13,2
2,11,4,4,0,210,4,14,1,19,2,11,4,4,0,210,4,14,19
2,11,4,4,0,214,4,13,1,19,2,11,4,4,0,214,4,13,19
2,11,4,4,0,219,4,14,5,12,2,11,4,4,0,219,4,14,12
2,11,4,4,0,223,4,13,1,8,2,11,4,4,0,223,4,13,8
2,11,4,4,0,238,4,14,4,21,2,11,4,4,0,238,4,14,21
2,11,4,4,0,243,4,4,2,12,2,11,4,4,0,243,4,4,12
2,11,4,4,0,245,4,4,1,11,2,11,4,4,0,245,4,4,11
2,11,4,4,0,252,4,4,4,16,2,11,4,4,0,252,4,4,16
2,11,4,4,0,255,4,13,0,21,2,11,4,4,0,255,4,13,21
2,11,4,4,0,261,4,28,2,3,2,11,4,4,0,261,4,28,3
2,11,4,4,0,263,4,13,4,10,2,11,4,4,0,263,4,13,10
2,11,4,4,0,278,4,14,0,9,2,11,4,4,0,278,4,14,9
2,11,4,4,0,310,4,14,3,14,2,11,4,4,0,310,4,14,14
2,11,4,4,0,322,4,28,3,6,2,11,4,4,0,322,4,28,6
2,11,4,4,0,326,4,8,2,18,2,11,4,4,0,326,4,8,18
2,11,4,4,0,335,4,13,4,8,2,11,4,4,0,335,4,13,8
2,11,4,4,0,338,4,13,4,2,2,11,4,4,0,338,4,13,2
2,11,4,4,0,339,4,13,0,15,2,11,4,4,0,339,4,13,15
2,11,4,4,0,340,4,12,3,6,2,11,4,4,0,340,4,12,6
2,11,4,4,0,350,4,4,3,16,2,11,4,4,0,350,4,4,16
2,11,4,4,0,363,4,14,1,9,2,11,4,4,0,363,4,14,9
2,11,4,4,0,381,4,4,5,21,2,11,4,4,0,381,4,4,21
2,11,4,4,0,1,0,39,5,3,2,11,4,4,0,1,0,39,3
2,11,4,4,0,2,0,37,5,14,2,11,4,4,0,2,0,37,14
2,11,4,4,0,414,0,3,4,9,2,11,4,4,0,414,0,3,9
2,11,4,4,0,415,0,37,5,0,2,11,4,4,0,415,0,37,0
2,11,4,4,0,40,1,29,2,12,2,11,4,4,0,40,1,29,12
2,11,4,4,0,358,1,29,3,15,2,11,4,4,0,358,1,29,15
2,11,4,17,0,132,5,25,2,19,2,11,4,17,0,132,5,25,19
2,11,4,17,0,269,5,25,5,3,2,11,4,17,0,269,5,25,3
2,11,4,17,0,401,5,26,2,7,2,11,4,17,0,401,5,26,7
2,11,4,17,0,148,7,15,1,12,2,11,4,17,0,148,7,15,12
2,11,4,17,0,159,7,15,3,1,2,11,4,17,0,159,7,15,1
2,11,4,17,0,6,8,1,2,0,2,11,4,17,0,6,8,1,0
2,11,4,17,0,144,8,42,3,4,2,11,4,17,0,144,8,42,4
2,11,4,17,0,165,8,42,1,10,2,11,4,17,0,165,8,42,10
2,11,4,17,0,257,8,22,5,17,2,11,4,17,0,257,8,22,17
2,11,4,17,0,394,8,42,0,6,2,11,4,17,0,394,8,42,6
2,11,4,17,0,396,8,42,0,16,2,11,4,17,0,396,8,42,16
2,11,4,17,0,32,2,41,0,5,2,11,4,17,0,32,2,41,5
2,11,4,17,0,45,2,41,2,15,2,11,4,17,0,45,2,41,15
2,11,4,17,0,53,2,41,2,0,2,11,4,17,0,53,2,41,0
2,11,4,17,0,56,2,41,2,7,2,11,4,17,0,56,2,41,7
2,11,4,17,0,71,2,41,3,13,2,11,4,17,0,71,2,41,13
2,11,4,17,0,81,2,41,4,0,2,11,4,17,0,81,2,41,0
2,11,4,17,0,117,2,41,3,9,2,11,4,17,0,117,2,41,9
2,11,4,17,0,196,2,41,0,21,2,11,4,17,0,196,2,41,21
2,11,4,17,0,251,2,31,4,12,2,11,4,17,0,251,2,31,12
2,11,4,17,0,283,2,41,1,20,2,11,4,17,0,283,2,41,20
2,11,4,17,0,315,2,2,4,18,2,11,4,17,0,315,2,2,18
2,11,4,17,0,321,2,31,1,6,2,11,4,17,0,321,2,31,6
2,11,4,17,0,382,2,41,2,10,2,11,4,17,0,382,2,41,10
2,11,4,17,0,385,2,41,0,8,2,11,4,17,0,385,2,41,8
2,11,4,17,0,389,2,41,2,7,2,11,4,17,0,389,2,41,7
2,11,4,17,0,390,2,41,3,21,2,11,4,17,0,390,2,41,21
2,11,4,17,0,410,2,31,5,15,2,11,4,17,0,410,2,31,15
2,11,4,17,0,16,4,14,2,8,2,11,4,17,0,16,4,14,8
2,11,4,17,0,27,4,14,2,4,2,11,4,17,0,27,4,14,4
2,11,4,17,0,28,4,13,4,15,2,11,4,17,0,28,4,13,15
2,11,4,17,0,31,4,13,1,15,2,11,4,17,0,31,4,13,15
2,11,4,17,0,43,4,32,0,10,2,11,4,17,0,43,4,32,10
2,11,4,17,0,47,4,13,2,6,2,11,4,17,0,47,4,13,6
2,11,4,17,0,48,4,34,2,9,2,11,4,17,0,48,4,34,9
2,11,4,17,0,54,4,4,1,9,2,11,4,17,0,54,4,4,9
2,11,4,17,0,60,4,13,3,19,2,11,4,17,0,60,4,13,19
2,11,4,17,0,66,4,13,3,13,2,11,4,17,0,66,4,13,13
2,11,4,17,0,70,4,13,4,19,2,11,4,17,0,70,4,13,19
2,11,4,17,0,75,4,14,1,1,2,11,4,17,0,75,4,14,1
2,11,4,17,0,89,4,0,2,7,2,11,4,17,0,89,4,0,7
2,11,4,17,0,90,4,35,3,21,2,11,4,17,0,90,4,35,21
2,11,4,17,0,91,4,28,3,3,2,11,4,17,0,91,4,28,3
2,11,4,17,0,93,4,36,0,0,2,11,4,17,0,93,4,36,0
2,11,4,17,0,99,4,12,0,5,2,11,4,17,0,99,4,12,5
2,11,4,17,0,117,4,14,5,7,2,11,4,17,0,117,4,14,7
2,11,4,17,0,125,4,14,4,13,2,11,4,17,0,125,4,14,13
2,11,4,17,0,126,4,12,3,2,2,11,4,17,0,126,4,12,2
2,11,4,17,0,129,4,13,3,0,2,11,4,17,0,129,4,13,0
2,11,4,17,0,130,4,16,1,14,2,11,4,17,0,130,4,16,14
2,11,4,17,0,131,4,4,0,1,2,11,4,17,0,131,4,4,1
2,11,4,17,0,137,4,13,0,0,2,11,4,17,0,137,4,13,0
2,11,4,17,0,138,4,14,3,7,2,11,4,17,0,138,4,14,7
2,11,4,17,0,142,4,13,4,5,2,11,4,17,0,142,4,13,5
2,11,4,17,0,146,4,4,3,2,2,11,4,17,0,146,4,4,2
2,11,4,17,0,147,4,4,2,13,2,11,4,17,0,147,4,4,13
2,11,4,17,0,156,4,13,0,3,2,11,4,17,0,156,4,13,3
2,11,4,17,0,158,4,13,0,11,2,11,4,17,0,158,4,13,11
2,11,4,17,0,162,4,13,1,7,2,11,4,17,0,162,4,13,7
2,11,4,17,0,166,4,28,4,1,2,11,4,17,0,166,4,28,1
2,11,4,17,0,167,4,34,1,9,2,11,4,17,0,167,4,34,9
2,11,4,17,0,176,4,13,0,10,2,11,4,17,0,176,4,13,10
2,11,4,17,0,205,4,13,5,12,2,11,4,17,0,205,4,13,12
2,11,4,17,0,207,4,13,4,11,2,11,4,17,0,207,4,13,11
2,11,4,17,0,210,4,14,3,6,2,11,4,17,0,210,4,14,6
2,11,4,17,0,214,4,13,3,18,2,11,4,17,0,214,4,13,18
2,11,4,17,0,219,4,14,5,20,2,11,4,17,0,219,4,14,20
2,11,4,17,0,223,4,13,4,19,2,11,4,17,0,223,4,13,19
2,11,4,17,0,238,4,14,2,18,2,11,4,17,0,238,4,14,18
2,11,4,17,0,243,4,4,3,19,2,11,4,17,0,243,4,4,19
2,11,4,17,0,245,4,4,1,5,2,11,4,17,0,245,4,4,5
2,11,4,17,0,252,4,4,3,8,2,11,4,17,0,252,4,4,8
2,11,4,17,0,255,4,13,3,19,2,11,4,17,0,255,4,13,19
2,11,4,17,0,261,4,28,2,10,2,11,4,17,0,261,4,28,10
2,11,4,17,0,263,4,13,3,9,2,11,4,17,0,263,4,13,9
2,11,4,17,0,278,4,14,1,9,2,11,4,17,0,278,4,14,9
2,11,4,17,0,310,4,14,1,15,2,11,4,17,0,310,4,14,15
2,11,4,17,0,322,4,28,5,2,2,11,4,17,0,322,4,28,2
2,11,4,17,0,326,4,8,1,10,2,11,4,17,0,326,4,8,10
2,11,4,17,0,335,4,13,5,8,2,11,4,17,0,335,4,13,8
2,11,4,17,0,338,4,13,0,13,2,11,4,17,0,338,4,13,13
2,11,4,17,0,339,4,13,3,5,2,11,4,17,0,339,4,13,5
2,11,4,17,0,340,4,12,3,4,2,11,4,17,0,340,4,12,4
2,11,4,17,0,350,4,4,4,13,2,11,4,17,0,350,4,4,13
2,11,4,17,0,363,4,14,2,7,2,11,4,17,0,363,4,14,7
2,11,4,17,0,381,4,4,0,6,2,11,4,17,0,381,4,4,6
2,11,4,17,0,1,0,39,5,10,2,11,4,17,0,1,0,39,10
2,11,4,17,0,2,0,37,3,3,2,11,4,17,0,2,0,37,3
2,11,4,17,0,414,0,3,1,18,2,11,4,17,0,414,0,3,18
2,11,4,17,0,415,0,37,0,20,2,11,4,17,0,415,0,37,20
2,11,4,17,0,40,1,29,0,5,2,11,4,17,0,40,1,29,5
2,11,4,17,0,358,1,29,5,1,2,11,4,17,0,358,1,29,1
5,4,18,5,2,391,8,42,1,20,5,4,18,5,2,391,8,42,20
5,4,18,5,2,296,2,41,4,17,5,4,18,5,2,296,2,41,17
5,4,18,5,2,370,2,41,5,4,5,4,18,5,2,370,2,41,4
5,4,18,5,2,59,4,14,3,19,5,4,18,5,2,59,4,14,19
5,4,18,5,2,179,4,13,2,10,5,4,18,5,2,179,4,13,10
5,4,18,5,2,185,4,4,4,17,5,4,18,5,2,185,4,4,17
5,4,18,5,2,191,4,13,2,4,5,4,18,5,2,191,4,13,4
5,4,18,5,2,30,6,19,5,7,5,4,18,5,2,30,6,19,7
5,4,18,5,2,347,1,29,2,7,5,4,18,5,2,347,1,29,7
5,12,5,10,2,391,8,42,3,17,5,12,5,10,2,391,8,42,17
5,12,5,10,2,296,2,41,0,3,5,12,5,10,2,296,2,41,3
5,12,5,10,2,370,2,41,1,10,5,12,5,10,2,370,2,41,10
5,12,5,10,2,59,4,14,2,14,5,12,5,10,2,59,4,14,14
5,12,5,10,2,179,4,13,4,17,5,12,5,10,2,179,4,13,17
5,12,5,10,2,185,4,4,3,11,5,12,5,10,2,185,4,4,11
5,12,5,10,2,191,4,13,3,18,5,12,5,10,2,191,4,13,18
5,12,5,10,2,30,6,19,5,3,5,12,5,10,2,30,6,19,3
5,12,5,10,2,347,1,29,4,6,5,12,5,10,2,347,1,29,6
5,4,5,10,2,391,8,42,2,19,5,4,5,10,2,391,8,42,19
5,4,5,10,2,296,2,41,2,14,5,4,5,10,2,296,2,41,14
5,4,5,10,2,370,2,41,2,14,5,4,5,10,2,370,2,41,14
5,4,5,10,2,59,4,14,4,6,5,4,5,10,2,59,4,14,6
5,4,5,10,2,179,4,13,2,18,5,4,5,10,2,179,4,13,18
5,4,5,10,2,185,4,4,4,13,5,4,5,10,2,185,4,4,13
5,4,5,10,2,191,4,13,3,12,5,4,5,10,2,191,4,13,12
5,4,5,10,2,30,6,19,4,10,5,4,5,10,2,30,6,19,10
5,4,5,10,2,347,1,29,1,7,5,4,5,10,2,347,1,29,7
5,4,18,10,2,391,8,42,0,21,5,4,18,10,2,391,8,42,21
5,4,18,10,2,296,2,41,0,6,5,4,18,10,2,296,2,41,6
5,4,18,10,2,370,2,41,1,19,5,4,18,10,2,370,2,41,19
5,4,18,10,2,59,4,14,4,4,5,4,18,10,2,59,4,14,4
5,4,18,10,2,179,4,13,5,8,5,4,18,10,2,179,4,13,8
5,4,18,10,2,185,4,4,0,17,5,4,18,10,2,185,4,4,17
5,4,18,10,2,191,4,13,1,15,5,4,18,10,2,191,4,13,15
5,4,18,10,2,30,6,19,5,8,5,4,18,10,2,30,6,19,8
5,4,18,10,2,347,1,29,2,19,5,4,18,10,2,347,1,29,19
5,4,18,5,2,391,8,42,1,10,5,4,18,5,2,391,8,42,10
5,4,18,5,2,296,2,41,0,1,5,4,18,5,2,296,2,41,1
5,4,18,5,2,370,2,41,4,18,5,4,18,5,2,370,2,41,18
5,4,18,5,2,59,4,14,4,8,5,4,18,5,2,59,4,14,8
5,4,18,5,2,179,4,13,4,17,5,4,18,5,2,179,4,13,17
5,4,18,5,2,185,4,4,0,8,5,4,18,5,2,185,4,4,8
5,4,18,5,2,191,4,13,2,19,5,4,18,5,2,191,4,13,19
5,4,18,5,2,30,6,19,4,0,5,4,18,5,2,30,6,19,0
5,4,18,5,2,347,1,29,5,1,5,4,18,5,2,347,1,29,1
5,4,18,5,2,391,8,42,3,9,5,4,18,5,2,391,8,42,9
5,4,18,5,2,296,2,41,2,2,5,4,18,5,2,296,2,41,2
5,4,18,5,2,370,2,41,5,20,5,4,18,5,2,370,2,41,20
5,4,18,5,2,59,4,14,1,7,5,4,18,5,2,59,4,14,7
5,4,18,5,2,179,4,13,3,4,5,4,18,5,2,179,4,13,4
5,4,18,5,2,185,4,4,2,12,5,4,18,5,2,185,4,4,12
5,4,18,5,2,191,4,13,0,17,5,4,18,5,2,191,4,13,17
5,4,18,5,2,30,6,19,3,21,5,4,18,5,2,30,6,19,21
5,4,18,5,2,347,1,29,2,17,5,4,18,5,2,347,1,29,17
5,4,18,5,2,391,8,42,2,3,5,4,18,5,2,391,8,42,3
5,4,18,5,2,296,2,41,5,19,5,4,18,5,2,296,2,41,19
5,4,18,5,2,370,2,41,2,4,5,4,18,5,2,370,2,41,4
5,4,18,5,2,59,4,14,2,3,5,4,18,5,2,59,4,14,3
5,4,18,5,2,179,4,13,4,1,5,4,18,5,2,179,4,13,1
5,4,18,5,2,185,4,4,3,3,5,4,18,5,2,185,4,4,3
5,4,18,5,2,191,4,13,5,18,5,4,18,5,2,191,4,13,18
5,4,18,5,2,30,6,19,2,7,5,4,18,5,2,30,6,19,7
5,4,18,5,2,347,1,29,1,14,5,4,18,5,2,347,1,29,14
5,4,18,5,2,391,8,42,2,8,5,4,18,5,2,391,8,42,8
5,4,18,5,2,296,2,41,5,15,5,4,18,5,2,296,2,41,15
5,4,18,5,2,370,2,41,4,5,5,4,18,5,2,370,2,41,5
5,4,18,5,2,59,4,14,3,3,5,4,18,5,2,59,4,14,3
5,4,18,5,2,179,4,13,3,21,5,4,18,5,2,179,4,13,21
5,4,18,5,2,185,4,4,2,9,5,4,18,5,2,185,4,4,9
5,4,18,5,2,191,4,13,2,19,5,4,18,5,2,191,4,13,19
5,4,18,5,2,30,6,19,1,1,5,4,18,5,2,30,6,19,1
5,4,18,5,2,347,1,29,3,20,5,4,18,5,2,347,1,29,20
3,4,12,18,2,391,8,42,3,17,3,4,12,18,2,391,8,42,17
3,4,12,18,2,296,2,41,3,9,3,4,12,18,2,296,2,41,9
3,4,12,18,2,370,2,41,0,9,3,4,12,18,2,370,2,41,9
3,4,12,18,2,59,4,14,3,7,3,4,12,18,2,59,4,14,7
3,4,12,18,2,179,4,13,3,2,3,4,12,18,2,179,4,13,2
3,4,12,18,2,185,4,4,1,0,3,4,12,18,2,185,4,4,0
3,4,12,18,2,191,4,13,5,5,3,4,12,18,2,191,4,13,5
3,4,12,18,2,30,6,19,1,5,3,4,12,18,2,30,6,19,5
3,4,12,18,2,347,1,29,5,7,3,4,12,18,2,347,1,29,7
3,8,19,13,2,391,8,42,4,7,3,8,19,13,2,391,8,42,7
3,8,19,13,2,296,2,41,1,12,3,8,19,13,2,296,2,41,12
3,8,19,13,2,370,2,41,3,3,3,8,19,13,2,370,2,41,3
3,8,19,13,2,59,4,14,3,18,3,8,19,13,2,59,4,14,18
3,8,19,13,2,179,4,13,3,17,3,8,19,13,2,179,4,13,17
3,8,19,13,2,185,4,4,1,16,3,8,19,13,2,185,4,4,16
